[id] ID,[title] TITLE,[date] DATE,[sem] Description,[cat] Form-factor,[cat] Category of BCI,[cat] Type of Media,[cat] Keywords,[quant] Date,[quant] Prediction,[quant] BCI forecast,[quant] Reality factor,[quant] Neurafictionality,[quant] Neuroptimism,[quant] Utopianism,[quant] Invasiveness,[cat] Author/Directed by,[cat] Distributed by,[cat] Production Company
318,The City and the Stars,1956,Memory storage in the end of the lives of human,N/A,"memory, storage",Novel,memories,1956,2146,191,0.34554974,0.30697674,0.13951875,1,N/A,Arthur C. Clarke,N/A,N/A
319,Eternal Sunshine of the Spotless Mind,2004,erase all of memories of the relationship,helmet,memory,Movie,memories,2004,2121,118,0.15254237,0.10778443,0.1105373,0.5,0.25,Michael Gondry,Focus Features,"Anonymous Content, This is That"
320,The Final Cut,2004,memory implants make it possible to record entire lives,implant,memory,Movie,memories,2004,2121,118,0.15254237,0.10778443,0.1105373,1,0.75,Omar Naim,Lionsgate Premiere,"Cinerenta Medienbeteiligungs KG, Lionsgate"
321,To Live Forever,1956,A compound that erases specific areas of the brain,N/A,memory,Novel,N/A,1956,2071,116,0.56896552,0.30697674,0.08390473,0,N/A,Jack Vance,N/A,N/A
322,Captain Marvel,2019,"BCI to read memories; Kree implant that was suppressing the powers, allowing her to reach her full potential.","implant, tool","manipulation, memory",Movie,memories,2019,2121,103,0.02912621,0.01973684,0.10592105,0,0.5,"Anna Boden, Ryan Fleck","Motion Pictures, Walt Disney Studios",Marvel Studios
323,Men in Black,1997,"An electro bio-mechanical neural transmitting zero synapse repositioner, commonly referred to as a Neuralyzer is a top secret device used by the MiB. It has the ability to wipe the mind of anybody who sees the flash via isolating and editing certain electronic impulses related to memory. Once people are neuralyzed, they seem to enter a trance, freeze and their eyes lose focus. Once victims are neuralyzed, the agents must make up a story to replace the victims' erased memories and pass it off as truth. Neuralyzers are paramount to the MIB's operation and maintenance of secrecy.
A neuralyzer is a device varying in size, that wipes the memory of a target. The set length of memory erased can be changed using dials, and the effects can be reversed. In order for agents to not be harmed by the effects, they have ""Ray-Ban"" sunglasses, that deflect the light created by the neuralyzer. It is the standard equipment of MIB officers. After being neuralyzed, if the agent does not supply the new memory, or a group of people get neuralyzed, a special team is sent in to give memories, and change the environment to reflect these memories. The neuralyzer can also affect species other than humans, like some animals and alien organisms. It is also interesting to see how the neuralyzer’s size decreases in time and becomes more portable. In the 3rd release, our hero travels back in time to the sixties and an old version of the neuralyzer as big as a room can be seen. ",tool,memory,"Movie, comics",memories,1997,2146,150,0.16666667,0.14367816,0.13532532,0,0.25,Barry Sonnenfeld,Sony Pictures Releasing,"Amblin Entertainment, Columbia Pictures"
324,Men in Black,1990,"The device in the comic books was referred to as a 'neurolyser'. This is also where the concept of using Ray-Ban sunglasses to prevent an agent's memory from getting affected was introduced. It is seen more in the shape of a flashlight than a cigar-like shape made popular by the films. It does not simply erase memory like the movie counterpart does. In the comic books, the neurolyser is a device used for manipulation and control. When neurolysed, a witness is simply hypnotized and does what ever Agent Kay or Jay wants them to do, such as provide information, believe a lie and/or pass that lie along as fact.",tool,"control of the user, manipulation, memory","Movie, comics",memories,1990,2146,157,0.20382166,0.17679558,0.13617576,0,0.25,Barry Sonnenfeld,Sony Pictures Releasing,"Amblin Entertainment, Columbia Pictures"
325,Men in Black,1997,"A De-Neuralyzer is a special device that reverses the effects of a Neuralyzer. Although a neuralyzer is operated by a small flash of light, a de-neuralyzer is much more complicated. There are only two known De-Neuralyzers in existence.",tool,memory,"Movie, comics",memories,1997,2146,150,0.16666667,0.14367816,0.13532532,0,0.25,Barry Sonnenfeld,Sony Pictures Releasing,"Amblin Entertainment, Columbia Pictures"
326,"Black Mirror, S1 EP3 ""The Entire History of You""",2011,"The “Grain” device is a small implant that’s inserted behind the ear of the user. It apparently links into the sensory part of the brain and records everything its owner sees and hears, creating replayable memories that are stored in the device. The Grain also lets its users watch those memories, either on their eyes — where no one else can see them — or onto TV screens.
Having instant access to everything that’s happened to you sounds useful, but in “The Entire History of You,” it breeds paranoia in protagonist Liam, and eventually leads him to ruin his marriage. Grains can apparently be removed, but if the procedure isn’t done professionally, it can risk brain damage.",implant,"memory, recording brain activity",TV Series,N/A,2011,2071,61,0.18032787,0.06875,0.05866987,0.5,0.75,Brian Welsh,"Endemol Shine UK, Netflix","House of Tomorrow, Zeppotron"
327,Rick and Morty,2017,Creating wafers doused in the psychic resonance of Simple Rick and his memory of having spent time with a young Beth on her birthday,helmet,memory,"comics, game, sitcom",memories,2017,2146,130,0.03846154,0.03246753,0.13246949,0,0.25,"Dan Harmon, Justin Roiland",Warner Bros. Television,Varies by season
328,Rick and Morty,2014,Emotions-reading headset ,helmet,"emotions, memory","comics, game, sitcom",emotions,2014,2146,133,0.06015038,0.05095541,0.13294425,0,0.25,"Dan Harmon, Justin Roiland",Warner Bros. Television,Varies by season
329,Wonder Woman,1942,"Tiara to control Wonder Woman's invisible ('Robot') plane. Wonder Woman’s star-tiara (as she called) was found one day while she was rocketing through outer space. She noticed a crimson glow from a star in the Milky Way. It was the planet Alpha Negra. As she turned to investigate in her Amazon Plane, she noticed another star heading to Alpha Negra. She headed towards the dead star that should not have been emitting any light. As she hovered in orbit, a large object begin to fire rays at her. As she takes evasive action, she sees a building that has opened its roof for her to enter. The old scientist inside, greets her and explains that she has drawn the wrath of Phenegs. Surprised, Wonder Woman says that she thought they destroyed themselves in the battle that supposedly destroyed Alpha Negra. Wonder Woman decides to leave and take the battle with her. As fate would have it, the Phenegs destroyed themselves. She then heads back to the planet surface to see the old scientist. He presents her for a gift with the galaxy’s gratitude for her mighty deed. A ‘necklace of freedom’ he had acquired in the battle against the Phenegs. When she returned to earth, she decided to wear it as tiara.","helmet, tiara",robot/object control,"Movie, TV Series, comics",N/A,1942,2021,80,1,0.34934498,0.05358335,1,0.25,William Moulton Marston,Warner Bros. Pictures,Warner Bros. Pictures
330,Firefox,1982,"Aircraft controlled by a thought, the “commands” should be issued in Russian, strictly",helmet,robot/object control,"Movie, Novel",N/A,1982,2031,50,0.8,0.21164021,0.0400648,0,0.25,"Clint Eastwood, Craig Thomas",Warner Bros. Pictures,Malpaso Productions
331,The Amazing Spider Man,1963,"Due to exposure to atomic radiation, Doctor Octopus has acquired the mental ability of psychokinetic control over the four electrically powered, artificial tentacle ""arms"" (a degree of psychokinetic control over them that he can also exercise over vast distances even when they are not connected to him) that are attached to a stainless-steel harness encompassing his lower torso.
He has also developed psychokinetic-telepathic control over an army of ""Octobots"" (small octopus-like drones).","exoskeleton, implant, robot","robot/object control, telepathy","Movie, TV Series, comics, game","robotic control, telepathy",1963,2026,64,0.921875,0.28365385,0.0469428,1,0.5,"Stan Lee, Steve Ditko",Sony Pictures Releasing,"Columbia Pictures, Marvel Studios"
332,Star Trek: Enterprise,2001,"A synaptic transceiver was a device invented by The Doctor in an alternate2392, for use in piloting a vessel equipped with a neural interface. Implanted in the cerebral cortex, the device allowed synaptic interface to be established between the user's mind and the vessel's controls.",implant,robot/object control,"Anime, Movie, TV Series, comics, game",piloting,2001,2021,21,1,0.12352941,0.01758229,0.5,0.75,"Brannon Braga, Rick Berman",Paramount Pictures,Paramount Television
333, Star Trek: The Next Generation,1993,"The Altonian brain teaser was a puzzle that responded to neural theta waves. The game was available in Quark's holosuites in 2369, and Jadzia Dax played it on several occasions.
The game consisted of an iridescent sphere, which the player attempted to turn into a solid color. To do so required complete clarity of the mind, and the player needed focus entirely on the task at hand, and no physical contact was involved. If, as was the case with Julian Bashir, one's mind was not focused, the sphere itself would disappear. Dax told him that she had been trying to master the game for 140 years or so. ",tool,robot/object control,"Anime, Movie, TV Series, comics, game",meditation,1993,2021,29,1,0.16292135,0.02386242,1,0.25,Gene Roddenberry,Paramount Pictures,Paramount Television
334,"Star Trek: The Original Series, S1 EP11-12 ""The Menagerie""",1966,answering yes/no questions with the aid of a device operated by his brainwaves,N/A,"communication, robot/object control",TV Series,"communication, disability",1966,2021,56,1,0.27317073,0.04143913,1,N/A,Gene Roddenberry,NBC Universal Television,"Desilu Productions, Paramount Television"
335,Star Wars,1980,"The Force, known to the Kwa as the Power of Cosmos and referred to as the Breath of Gelgelar by the Gelgelar resident Wise Man of Kooroo, was a metaphysical, spiritual, binding, and ubiquitous power that held enormous importance for both the Jedi and Sith monastic orders. Known as the Way in ancient times, the Force was viewed in many different aspects, including, but not limited to, the Light side of the Force, the Dark side of the Force, the Living Force, the Unifying Force, the Cosmic Force and the Physical Force. Some Force-sensitive characters derive special, psychic abilities from it, such as telekinesis, mind control, and extrasensory perception. ",lifeform,"robot/object control, telepathy","Movie, TV Series, comics, game",N/A,1980,2146,167,0.25149701,0.21989529,0.13728254,1,1,George Lucas,20th Century Fox,Lucasfilm Ltd.
336,The Men Who Stare at Goats,2004,"A possibility of telepathy, as well as to move, control objects using one’s brain activity, including living species like animals or humans. Killer functionality",N/A,"robot/object control, telepathy",Movie,"assasination, telepathy",2004,2121,118,0.15254237,0.10778443,0.1105373,0.5,N/A,Grant Heslov,"Mandate Pictures, Oyeture Films","BBC Films, Smokehouse Pictures"
337,Stranger Things,2016,"A possibility of telepathy, as well as to move, control objects using one’s brain activity, including living species like animals or humans.",N/A,"reading thoughts, robot/object control, telepathy",TV Series,telepathy,2016,2121,106,0.05660377,0.03870968,0.10691578,0.5,N/A,The Duffer Brothers,Netflix,"21 Laps Entertainment, Monkey Massacre"
338,Rick and Morty,2017,Controlling object - hair clips - using one’s brain activity designed by a father for his daughter as a child’s toy to keep her busy.,hair tool,robot/object control,"comics, game, sitcom",N/A,2017,2021,5,1,0.03246753,0.00306458,1,0.25,"Dan Harmon, Justin Roiland",Warner Bros. Television,Varies by season
339,The Peripheral,2014,robot-controlling headset; mentally controlled guns,helmet,robot/object control,"Novel, TV Series",law enforcement,2014,2026,13,0.61538462,0.05095541,0.01108934,0.5,0.25,William Gibson,Warner Bros. Television,"Amazon Studios, Kilter Films"
340,"Intelligence, EP6 Patient Zero",2014,Headset to control a drone,headset,robot/object control,"Movie, Novel",law enforcement,2014,2021,8,1,0.05095541,0.00601205,1,0.25,Michael Seitzman,"CBS, Disney-ABC","ABC Studios, CBS Television Studios, Michael Seitzman's Pictures"
341,Hot Head,1992,brain is wired to military hardware,N/A,robot/object control,Novel,military,1992,2026,35,0.85714286,0.16759777,0.02906123,0.5,N/A,Simon Ings,N/A,N/A
342,Charne Oceany,2001,biotechnological implants allowing people control over computers via brain-computer interfaces.,implant,robot/object control,Movie,N/A,2001,2021,21,1,0.12352941,0.01758229,1,0.75,Jacek Dukaj,N/A,N/A
343,Angelic Layer,1999,"players (called Deus) buy and custom-design dolls known as Angels that are moved by mental control when on a field called the ""layer.""",N/A,robot/object control,"Anime, comics",N/A,1999,2026,28,0.82142857,0.13372093,0.02384159,0.5,N/A,"Clamp, Hiroshi Nishikiori",N/A,Bones
344,Call Me Joe,1957,paraplegic man whose mind remotely controls an alien body,N/A,robot/object control,Novel,disability,1957,2146,190,0.34210526,0.30373832,0.13943559,0.5,0.25,Poul Anderson,N/A,N/A
345,Star Trek: Deep Space Nine,1999,A multitronic engrammatic interpreter was a component that used multitronic technology to encode and decode signals from the neural pathways of the brain.,helmet,recording brain activity,"Anime, Movie, TV Series, comics, game",N/A,1999,2031,33,0.6969697,0.13372093,0.0284761,1,0.25,"Michael Pillar, Rick Berman",Paramount Pictures,Paramount Television
346,Strange Days,1995,"Helmet-like interlace, almost like a hair net, but rigid, which fits snugly over the cranium, from the top of the forehead to the back of the neck.
Small enough to fit under a wig or hat, the device is connected by a thin wire to a computer pack elsewhere on the body. It is designed specifically to record and playback brain impulses. It records the electrochemical composition of many key areas of the brain carefully, to the point that all sensory input is recorded and preserved, along with emotional responses, activation of the pleasure center, and more. All continuing in one long recording, for the duration the active recording array is being worn.",helmet,recording brain activity,Movie,N/A,1995,2026,32,0.84375,0.15340909,0.02687509,1,0.25,Kathryn Bigelow,20th Century Fox,LightStorm Entertainment
347,Diaspora,1997,record the brain's information states as it is chemically converted into a crystalline computer,N/A,recording brain activity,Novel,N/A,1997,2041,45,0.55555556,0.14367816,0.03911947,0.5,N/A,Greg Egan,N/A,N/A
348,Propagandist,1947,"A device capable of taking impressions, feelings and memories from living brains; it can be used on animals as well.",N/A,"emotions, memory, recording brain activity",Novel,N/A,1947,2146,200,0.375,0.33482143,0.14023379,0.5,N/A,Murray Leinster,N/A,N/A
349,A Scanner Darkly,1977,A brain-scan device with a screen to display neural patterns,tool,recording brain activity,"Movie, Novel",N/A,1977,2021,45,1,0.23195876,0.03486884,1,N/A,"Philip K. Dick, Richard Linklater",Warner Bros. Pictures,"Section Eight, Thousand Words"
350,"House M.D., S6 EP16 ""Black Hole""",2010,"an experimental procedure called ""cognitive pattern recognition"" to map the unconscious thoughts of the user",helmet,recording brain activity,TV Series,unconsciousness,2010,2031,22,0.54545455,0.07453416,0.01967342,0.5,0.25,Greg Yaitanes,"Fox, NBC Universal Television","Heel and Toe Films, Universal Media Studios"
351, Star Trek: Deep Space Nine,1998,"The termination implant was a device attached to the brain stem of Vorta operatives of the Dominion. It was triggered by hand with a gesture that applied pressure with the index finger behind the right earlobe and the thumb under the jaw. When the device was activated (voluntarily) by the owner, it caused near-instant, painful death (though the Founders told the Vorta that death would be painless, this was proven not entirely true). Its purpose was to prevent Vorta – and the strategic information they possessed – from falling into enemy hands.",implant,termination,"Anime, Movie, TV Series, comics, game",assasination,1998,2031,34,0.70588235,0.13872832,0.02922083,0.5,0.75,"Michael Pillar, Rick Berman",Paramount Pictures,Paramount Pictures
352,Cantata 140,1964,A device that homed in on a person's brain wave pattern; a very specific assassination device,N/A,termination,Novel,assasination,1964,2041,78,0.74358974,0.28019324,0.05796227,0,N/A,Philip K. Dick,N/A,N/A
353,Lord of Light,1967,An assassination device; senses brain waves to find its victim,N/A,termination,Novel,assasination,1967,2041,75,0.73333333,0.26960784,0.0565012,0,N/A,Roger Zelazny,N/A,N/A
354,Inception,2010,"A device used for administering the drug Somnacin to dreamers in the field.
Somnacin is the name of the drug used to initiate dream sharing and lucid dreaming.",N/A,dreams,Movie,sleep,2010,2071,62,0.19354839,0.07453416,0.05928258,0,0.25,Christopher Nolan,Warner Bros. Pictures,"Legendary Pictures, Syncopy"
355,Fringe,2009,"brain–computer interface chip attached to the thalamus, the part of the brain controlling dreams.",implant,dreams,TV Series,sleep,2009,2041,33,0.39393939,0.08024691,0.03036423,0,0.75,"Alex Kurtzman, J. J. Abrams, Roberto Orci",Warner Bros. Television,"Bad Robot Productions, Warner Bros. Television"
356,Paprika,2007,"A therapy tool that allows a psychotherapist to enter a patient's dreams; device that resembles a bluetooth cellphone earpiece. The device allows psychotherapists to actually enter the dreamworld of their patients. It has the ability to record them with the capability of playback, allowing for it to be used as a form of mass therapy by a larger psychiatric corporation that benefits economically and socially from such a device.",earpiece,dreams,Movie,sleep,2007,2096,90,0.16666667,0.09146342,0.08537873,0.5,0.25,Satoshi Kon,Sony Pictures Entertainment Japan,Madhouse
357,The Dream Master,1966,"This is a world ripe for psychotherapeutic innovations, such as the ""neuroparticipant therapy"" in which the protagonist, Charles Render, specializes. In neuroparticipation, the patient is hooked into a gigantic simulation controlled directly by the analyst's mind; the analyst then works with the patient to construct dreams—nightmares, wish-fulfillment, etc.--that afford insight into the underlying neuroses of the patient, and in some cases the possibility of direct intervention. (For example, a man submerging himself in a fantasy world sees it utterly destroyed at Render's hands, and is thus ""cured"" of his obsession with it.)",helmet,"control of the user, dreams",Novel,"medical, sleep",1966,2121,156,0.35897436,0.27317073,0.11920833,0.5,0.25,Roger Zelazny,N/A,N/A
358,Warcross,2017,"The Neuro-Link is a brain-computer interface and software used to play Warcross, and helps the brain manipulate images and renderings almost indistinguishable from reality. Variants include glasses or contact lenses, which assist the brain in creating such images. It was created by Hideo Tanaka when he was 13. Newer versions are still being made the latest versions are contact lenses and were made by him when he was 28.","glasses, lenses","XR, reality",Novel,"gaming, simulations",2017,2041,25,0.2,0.03246753,0.02376937,0.5,0.25,Marie Lu,N/A,N/A
359,Virtual Light,1993,The glasses are a new kind of virtual reality unit called 'Virtual Light' which directly feed the optic nerve with EMP to create images.,glasses,XR,Novel,XR,1993,2041,49,0.59183674,0.16292135,0.04177555,0,0.25,William Gibson,N/A,N/A
360,Clans of the Alphane Moon,1964,Device can locate an individual using brain patterns,N/A,tracking,Novel,tracking,1964,2031,68,0.85294118,0.28019324,0.05026049,0,N/A,Philip K. Dick,N/A,N/A
361,"Lies, Inc. (The Unteleported Man)",1964,"A slim, short-range device that homes in on the brain wave pattern of the target",N/A,tracking,Novel,tracking,1964,2031,68,0.85294118,0.28019324,0.05026049,0,N/A,Philip K. Dick,N/A,N/A
362,Divergent,2011,"The rest of the Dauntless are injected with a serum supplied by Erudites, which is supposedly for tracking but actually for mind control.",drug,control of the user,Movie,"brainwash, cooperation",2011,2071,61,0.18032787,0.06875,0.05866987,0,N/A,"Neil Burger, Veronica Roth",Lionsgate Premiere,"Red Wagon Entertainment, Summit Entertainment"
363,Elysium,2013,"Neural implant used to access cranial data, or brain data. Cranial Data, or Brain data is an arrangement of scripts or code, or even full data, that is stored in a computer chip implanted within someone's brain.
It seems that cranial data is a normal medium used by Elysium's citizens to secure and protect extremely sensitive data for transport, similar to a modern-day flash drive, but far more secure. There also appears to be data defense programs, such as the Sabre Cerebral Defense program that is being used to secure the code when one of the heroes uploads it into his brain, that provides further security in case someone attempts to use the code in an unauthorized manner.
With cranial data, just like any other type of data, it is possible for people to implant devices into the brain that is capable of syncing and ""grabbing"" the cranial data from the individual. This action is referred to as a data heist and is considered a type of theft. It is also hinted at in the movie that bank account codes and other financial security information is held in the cranial data bank, which would imply that the cranial data implant also functions as a security measure to authorize funds or even access to secured areas.","earpiece, implant, software","cerebral defense, knowledge upload, linking, storage",Movie,"backup, cerebral defense, software, storage, tracking",2013,2041,29,0.31034483,0.05696203,0.02715028,0.5,0.75,Neill Blomkamp,Sony Pictures Releasing,"Media Rights Capital, TriStar Pictures"
364,Cyberpunk 2077,2021,"Netrunners are the types of savvy computer hackers you would find in the movie Hackers, but with a cybernetically augmented interface system implanted into their body. Using their brain-computer interface implants, they roam the Internet, looking for systems to hack and information to sell to fixers. Although anyone can enter the Net, most people can't use the ""Menu."" The Menu is a group of Applications (Apps) that are Interface programs that allows a Netrunner to Locate Remote, Run Software, Control Remote, LDL Link, Load, Create and Delete.",implant,"knowledge upload, linking, storage",game,N/A,2021,2071,51,0.01960784,0.00666667,0.05209351,0,0.75,N/A,N/A,CD Projekt
365,Zack Snyder's Justice League,2021,"robotic spider-like system used to access memories. Mind Control: He can, besides control individual targets via his parasites, mentally influence a sizable crowd of ordinary humans with relative ease. 
Remote Mental Influence: Even without a Starro parasite directly controlling a host, The larger Starro can influence minds on a more indirect level by reaching out to the dreaming within the resting subconscious mind. Able to appropriate induced sleep within a host to ensnare them within its own wakeless fantasy allowing it to probe and assimilate the minds of countless potential vessels that it can then seed with a smaller Starro organism later on. The victim/host will have nausea, headaches, fatigue, dizziness, migraines, heavy drowsiness, or blackouts while awake from Starro's telepathically effects.",lifeform,"linking, manipulation, memory, reading thoughts",Movie,"group mind, parasites",2021,2121,101,0.00990099,0.00666667,0.1052358,0,0.5,Zack Snyder,HBO Max,"DC Films, Warner Bros. Pictures"
366,The Brave and the Bold Vol 1 28,1960,"Mind Control: Starro can, besides control individual targets via his parasites, mentally influence a sizable crowd of ordinary humans with relative ease. 
Remote Mental Influence: Even without a Starro parasite directly controlling a host, The larger Starro can influence minds on a more indirect level by reaching out to the dreaming within the resting subconscious mind. Able to appropriate induced sleep within a host to ensnare them within its own wakeless fantasy allowing it to probe and assimilate the minds of countless potential vessels that it can then seed with a smaller Starro organism later on. The victim/host will have nausea, headaches, fatigue, dizziness, migraines, heavy drowsiness, or blackouts while awake from Starro's telepathically effects.",lifeform,"control of the user, manipulation, memory, reading thoughts",comics,"group mind, parasites",1960,2121,162,0.38271605,0.29383886,0.12029194,0,0.5,Bob Haney,N/A,N/A
367,"Futurama, S7 EP10 ""Game of Tones""",2013,a device to read memory of the person in a contactless manner. A helmet to induce dreams to access that memory.,"helmet, tool","dreams, memory",sitcom,N/A,2013,2171,159,0.05660377,0.05696203,0.15832426,0.5,N/A,Matt Groening,20th Television,"20th Century Fox Television, Rough Draft Studios, The Curiosity Company"
368,"The Unstable Grey Hole, Solar Opposites",2020,Brain Control Devices are used to manipulate and control humans,implant,manipulation,Anime,N/A,2020,2121,102,0.01960784,0.01324503,0.10558069,0,0.5,"Anthony Chun, Bob Suarez",Disney Platform Distribution,Important Science
369,American Dad!,2007,"""the goo,"" a CIA device that implants false memories.","helmet, tank with water",memory,sitcom,N/A,2007,2171,165,0.09090909,0.09146342,0.15828735,0,0.25,"Matt Weitzman, Mike Barker, Seth MacFarlane","20th Television, Fox","20th Television, Fuzzy Door Productions"
370,Godzilla vs. Kong,2021,"Mechagodzilla is telepathically controlled by Ren Serizawa, the son of the late Ishir_ Serizawa, through the neural networks from a severed head of Ghidorah.",helmet,linking,Movie,N/A,2021,2041,21,0.04761905,0.00666667,0.02020814,0.5,0.25,Adam Wingard,"Toho, Warner Bros. Pictures",Legendary Pictures
371,Darkover series,1958,"the noble caste (referred to as ""Comyn""), have telepathy as one of their defining features, along with red hair. With a society where most of the people have telepathy has led to interesting social rules like 'Do not enter another's mind without permission' and if one accidentally 'hears' something they weren't meant to, it is considered polite not to mention it.  The brain emits psychic waves called energons. Each person emits them at a different frequency, once a matrix is keyed or attuned to a telepath, its frequency becomes similar to that brain. The flow of energons is then amplified by passing through the matrix. The telepath controls this flow and is able to convert the energy into various phenomena.",stone,telepathy,"Novel, game",N/A,1958,2146,189,0.33862434,0.30046948,0.13935165,0.5,0.25,Marion Zimmer Bradley,N/A,N/A
372,Easy Money,1938,A device which causes an entire race of people to think and feel the same as the wearer.,helmet,control of the user,Novel,N/A,1938,2146,209,0.40191388,0.36051502,0.14089358,0,0.25,Edmond Hamilton,N/A,N/A
373,The Comet Doom,1929,A robotic body with a support system for a connected organic brain. It involved a process of placing a human brain into an artificial solution to keep it alive while carefully wiring up to a metal robot. These connections allowed the brain to control the metal robot body as if it were its own.,brain,brain transfer,Novel,N/A,1929,2146,218,0.42660551,0.38429752,0.14150431,0.5,N/A,Edmond Hamilton,N/A,N/A
374,Murder in the Void,1938,"Preserving a brain, and then communicating with it.",N/A,brain transfer,Novel,N/A,1938,2221,284,0.29577465,0.36051502,0.19221124,0.5,N/A,Edmond Hamilton,N/A,N/A
375,Masson's Secret,1939,"A device that communicated with a brain implant, granting both sight and control.","earphone, tool","linking, recording brain activity",Novel,N/A,1939,2121,183,0.45355191,0.35775862,0.12364318,0.5,0.25,Raymond Z. Gallun,N/A,N/A
376,Masson's Secret,1939,"A device which, implanted in the brain, can both transmit sight and sound, and enable control of the body by a remote operator.",implant,"control of the user, recording brain activity",Novel,N/A,1939,2096,158,0.52531646,0.35775862,0.10646357,0.5,0.75,Raymond Z. Gallun,N/A,N/A
377,Slan,1940,A mental defense or barrier that prevents access to one brain by another person or device.,N/A,cerebral defense,Novel,N/A,1940,2121,182,0.45054945,0.35497836,0.12349742,0.5,N/A,A. E. van Vogt,N/A,N/A
378,Agent of Vega,1949,An autonomous mind-probe,N/A,reading thoughts,Novel,N/A,1949,2121,173,0.42196532,0.32882883,0.12212643,0,N/A,James H. Schmitz,N/A,N/A
379,Agent of Vega,1949,Takes over the cognition of a host organism.,lifeform,control of the user,Novel,N/A,1949,2146,198,0.36868687,0.32882883,0.1400799,0,N/A,James H. Schmitz,N/A,N/A
380,Agent of Vega,1949,A device for long distance communication that makes use of telepathy.,N/A,telepathy,Novel,N/A,1949,2146,198,0.36868687,0.32882883,0.1400799,0.5,N/A,James H. Schmitz,N/A,N/A
381,Foundation and Empire,1952,A device capable of discerning truthful information in a living human brain.,N/A,reading thoughts,Novel,N/A,1952,2031,80,0.875,0.3196347,0.0561265,0,N/A,Isaac Asimov,N/A,N/A
382,Foundation and Empire,1952,An entertainment device which appeared to create both sound and light by acting directly on brain cells. It also stimulated emotions directly.,N/A,emotions,Novel,N/A,1952,2146,195,0.35897436,0.3196347,0.1398438,0.5,N/A,Issac Asimov,N/A,N/A
383,The Space Merchants,1952,An advertising agency works with every part of the audience's brain.,N/A,"advertisement, manipulation",Novel,N/A,1952,2031,80,0.875,0.3196347,0.0561265,0,N/A,"Cyril M. Kornbluth, Frederik Pohl",N/A,N/A
384,The Space Merchants,1952,"A device that guarantees quick, surrogate sleep.",N/A,dreams,Novel,N/A,1952,2031,80,0.875,0.3196347,0.0561265,0.5,N/A,"Cyril M. Kornbluth, Frederik Pohl",N/A,N/A
385,Sales Pitch,1954,An advertisement that forces its way directly into the brain of the viewer.,N/A,advertisement,Novel,N/A,1954,2031,78,0.87179487,0.31336406,0.05519389,0,N/A,Philip K. Dick,N/A,N/A
386,The Hood Maker ('Immunity'),1955,A device that blocks attempts to see into the contents of the brain mind.,hood,cerebral defense,"Novel, TV Series",N/A,1955,2041,87,0.77011494,0.31018519,0.06210198,0.5,0.25,Philip K. Dick,Sony Pictures Releasing,"Amazon Studios, Anonymous Content, Channel 4 TV Corporation"
387,The Unreconstructed M,1957,A device that provides access based on neurological data.,tool,reading thoughts,Novel,N/A,1957,2031,75,0.86666667,0.30373832,0.05376228,0.5,0.25,Philip K. Dick,N/A,N/A
388,"Flow My Tears, The Policeman Said",1974,Detection of unique characteristics of the person's brain at a distance.,tool,"reading thoughts, tracking",Novel,N/A,1974,2031,58,0.82758621,0.24365482,0.04482624,0,0.25,Philip K. Dick,N/A,N/A
389,The Electric Ant,1969,Unmanned aerial vehicles (UAVs) that track individuals using their brain patterns,UAV,tracking,Novel,N/A,1969,2041,73,0.7260274,0.26237624,0.05550304,0,0.25,Philip K. Dick,N/A,N/A
390,Galactic Pot-Healer,1969,"A device that provided the conviction that a faked scene was, in fact, real.",tool,manipulation,Novel,N/A,1969,2051,83,0.63855422,0.26237624,0.06339546,0.5,0.25,Philip K. Dick,N/A,N/A
391,Service Call,1955,An artificially evolved telepathic metazoan-based mind control device.,lifeform,reading thoughts,Novel,N/A,1955,2146,192,0.34895833,0.31018519,0.13960114,0,N/A,Philip K. Dick,N/A,N/A
392,The City and the Stars,1956,"A method for storing the mind and memories of a person, and recalling and reconstituting them at will.",N/A,consciousness transfer,Novel,N/A,1956,2146,191,0.34554974,0.30697674,0.13951875,0.5,N/A,Arthur C. Clarke,N/A,N/A
393,Gray Lensman,1942,A device that prevents other people from taking over control of your thoughts and mind.,N/A,cerebral defense,Novel,cerebral defense,1942,2096,155,0.51612903,0.34934498,0.10579739,1,N/A,E.E. 'Doc' Smith,N/A,N/A
394,Dune Messiah,1969,A device to imprint particular facts from a book upon the brain of the reader.,N/A,knowledge upload,Novel,N/A,1969,2071,103,0.51456311,0.26237624,0.07918029,0.5,N/A,Frank Herbert,N/A,N/A
395,Dune,1965,A feature of filmbook recordings that helps imprint knowledge on the mind of the user.,N/A,knowledge upload,Novel,N/A,1965,2071,107,0.53271028,0.27669903,0.08069748,0.5,N/A,Frank Herbert,N/A,N/A
396,A Planet Named Shayol,1961,"A method for wiping clean the mind of a human being, leaving only enough to run the body's functions.",N/A,memory,Novel,N/A,1961,2096,136,0.44852941,0.29047619,0.10113625,0,N/A,Cordwainer Smith,N/A,N/A
397,Mindkiller,1982,A process that selectively and effectively erases human memory. ,N/A,memory,"Movie, Novel",N/A,1982,2096,115,0.34782609,0.21164021,0.09489414,0,N/A,Spider Robinson,N/A,Flash Features
398,Heretics of Dune,1984,A device that looks at brain tissue so carefully that memories can be seen.,N/A,memory,Novel,N/A,1984,2221,238,0.15966387,0.20320856,0.20079528,0.5,N/A,Frank Herbert,N/A,N/A
